[2025-11-29T03:18:01.273Z] [info] 2025-11-29T03:18:01.273Z | INFO : Navigating to route name: SupportRequest | raw: ["Navigating to route name: SupportRequest"]
[2025-11-29T03:17:34.567Z] [debug] 2025-11-29T03:17:34.567Z | DEBUG : [Database] Finished retrieving all records in NotificationState table | raw: ["[Database] Finished retrieving all records in NotificationState table"]
[2025-11-29T03:17:34.559Z] [debug] 2025-11-29T03:17:34.559Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found"]
[2025-11-29T03:17:34.540Z] [debug] 2025-11-29T03:17:34.540Z | DEBUG : [Database] Finished retrieving all records in NotificationPreference table | raw: ["[Database] Finished retrieving all records in NotificationPreference table"]
[2025-11-29T03:17:34.533Z] [debug] 2025-11-29T03:17:34.533Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found"]
[2025-11-29T03:17:34.523Z] [debug] 2025-11-29T03:17:34.523Z | DEBUG : [Database] Finished retrieving all records in CalendarEvent table | raw: ["[Database] Finished retrieving all records in CalendarEvent table"]
[2025-11-29T03:17:34.516Z] [debug] 2025-11-29T03:17:34.515Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found"]
[2025-11-29T03:17:34.508Z] [debug] 2025-11-29T03:17:34.508Z | DEBUG : [Database] Finished retrieving all records in NotificationState table | raw: ["[Database] Finished retrieving all records in NotificationState table"]
[2025-11-29T03:17:34.498Z] [debug] 2025-11-29T03:17:34.498Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found"]
[2025-11-29T03:17:34.491Z] [debug] 2025-11-29T03:17:34.490Z | DEBUG : [Database] Finished retrieving all records in NotificationPreference table | raw: ["[Database] Finished retrieving all records in NotificationPreference table"]
[2025-11-29T03:17:34.483Z] [debug] 2025-11-29T03:17:34.483Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found"]
[2025-11-29T03:17:34.467Z] [debug] 2025-11-29T03:17:34.467Z | DEBUG : [Database] Finished retrieving all records in CalendarEvent table | raw: ["[Database] Finished retrieving all records in CalendarEvent table"]
[2025-11-29T03:17:34.435Z] [debug] 2025-11-29T03:17:34.435Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found"]
[2025-11-29T03:17:34.386Z] [debug] 2025-11-29T03:17:34.386Z | DEBUG : [Database] Finished retrieving all records in CalendarEvent table | raw: ["[Database] Finished retrieving all records in CalendarEvent table"]
[2025-11-29T03:17:34.370Z] [debug] 2025-11-29T03:17:34.370Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found"]
[2025-11-29T03:17:34.355Z] [debug] 2025-11-29T03:17:34.355Z | DEBUG : [Database] Finished retrieving all records in NotificationState table | raw: ["[Database] Finished retrieving all records in NotificationState table"]
[2025-11-29T03:17:34.344Z] [debug] 2025-11-29T03:17:34.344Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found"]
[2025-11-29T03:17:34.331Z] [debug] 2025-11-29T03:17:34.331Z | DEBUG : [Database] Finished retrieving all records in NotificationPreference table | raw: ["[Database] Finished retrieving all records in NotificationPreference table"]
[2025-11-29T03:17:34.315Z] [debug] 2025-11-29T03:17:34.315Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found"]
[2025-11-29T03:17:34.305Z] [debug] 2025-11-29T03:17:34.305Z | DEBUG : [Database] Finished retrieving all records in Encounter table | raw: ["[Database] Finished retrieving all records in Encounter table"]
[2025-11-29T03:17:34.297Z] [debug] 2025-11-29T03:17:34.297Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in Encounter table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in Encounter table: 6 records found"]
[2025-11-29T03:17:34.283Z] [debug] 2025-11-29T03:17:34.283Z | DEBUG : [Database] Finished retrieving all records in NotificationState table | raw: ["[Database] Finished retrieving all records in NotificationState table"]
[2025-11-29T03:17:34.276Z] [debug] 2025-11-29T03:17:34.276Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found"]
[2025-11-29T03:17:34.267Z] [debug] 2025-11-29T03:17:34.266Z | DEBUG : [Database] Finished retrieving all records in NotificationPreference table | raw: ["[Database] Finished retrieving all records in NotificationPreference table"]
[2025-11-29T03:17:34.249Z] [debug] 2025-11-29T03:17:34.249Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found"]
[2025-11-29T03:17:34.240Z] [debug] 2025-11-29T03:17:34.240Z | DEBUG : [Database] Finished retrieving all records in CalendarEvent table | raw: ["[Database] Finished retrieving all records in CalendarEvent table"]
[2025-11-29T03:17:34.232Z] [debug] 2025-11-29T03:17:34.232Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found"]
[2025-11-29T03:17:34.219Z] [debug] 2025-11-29T03:17:34.219Z | DEBUG : [Database] Finished retrieving all records in NotificationState table | raw: ["[Database] Finished retrieving all records in NotificationState table"]
[2025-11-29T03:17:34.213Z] [debug] 2025-11-29T03:17:34.213Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found"]
[2025-11-29T03:17:34.194Z] [debug] 2025-11-29T03:17:34.194Z | DEBUG : [Database] Finished retrieving all records in NotificationPreference table | raw: ["[Database] Finished retrieving all records in NotificationPreference table"]
[2025-11-29T03:17:34.158Z] [debug] 2025-11-29T03:17:34.158Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found"]
[2025-11-29T03:17:34.117Z] [debug] 2025-11-29T03:17:34.117Z | DEBUG : [Database] Finished retrieving all records in CalendarEvent table | raw: ["[Database] Finished retrieving all records in CalendarEvent table"]
[2025-11-29T03:17:34.081Z] [debug] 2025-11-29T03:17:34.081Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found"]
[2025-11-29T03:17:34.013Z] [debug] 2025-11-29T03:17:34.013Z | DEBUG : [Database] Finished retrieving all records in CalendarEvent table | raw: ["[Database] Finished retrieving all records in CalendarEvent table"]
[2025-11-29T03:17:34.006Z] [debug] 2025-11-29T03:17:34.006Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found"]
[2025-11-29T03:17:33.998Z] [debug] 2025-11-29T03:17:33.998Z | DEBUG : [Database] Finished retrieving all records in NotificationState table | raw: ["[Database] Finished retrieving all records in NotificationState table"]
[2025-11-29T03:17:33.985Z] [debug] 2025-11-29T03:17:33.985Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found"]
[2025-11-29T03:17:33.977Z] [debug] 2025-11-29T03:17:33.977Z | DEBUG : [Database] Finished retrieving all records in NotificationPreference table | raw: ["[Database] Finished retrieving all records in NotificationPreference table"]
[2025-11-29T03:17:33.951Z] [debug] 2025-11-29T03:17:33.951Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found"]
[2025-11-29T03:17:33.941Z] [debug] 2025-11-29T03:17:33.941Z | DEBUG : [Database] Finished retrieving all records in Encounter table | raw: ["[Database] Finished retrieving all records in Encounter table"]
[2025-11-29T03:17:33.935Z] [debug] 2025-11-29T03:17:33.935Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in Encounter table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in Encounter table: 6 records found"]
[2025-11-29T03:17:33.926Z] [debug] 2025-11-29T03:17:33.926Z | DEBUG : [Database] Finished retrieving all records in NotificationState table | raw: ["[Database] Finished retrieving all records in NotificationState table"]
[2025-11-29T03:17:33.913Z] [debug] 2025-11-29T03:17:33.913Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found"]
[2025-11-29T03:17:33.903Z] [debug] 2025-11-29T03:17:33.903Z | DEBUG : [Database] Finished retrieving all records in NotificationPreference table | raw: ["[Database] Finished retrieving all records in NotificationPreference table"]
[2025-11-29T03:17:33.896Z] [debug] 2025-11-29T03:17:33.896Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found"]
[2025-11-29T03:17:33.883Z] [debug] 2025-11-29T03:17:33.883Z | DEBUG : [Database] Finished retrieving all records in CalendarEvent table | raw: ["[Database] Finished retrieving all records in CalendarEvent table"]
[2025-11-29T03:17:33.876Z] [debug] 2025-11-29T03:17:33.875Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found"]
[2025-11-29T03:17:33.866Z] [debug] 2025-11-29T03:17:33.866Z | DEBUG : [Database] Finished retrieving all records in NotificationState table | raw: ["[Database] Finished retrieving all records in NotificationState table"]
[2025-11-29T03:17:33.845Z] [debug] 2025-11-29T03:17:33.845Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found"]
[2025-11-29T03:17:33.827Z] [debug] 2025-11-29T03:17:33.827Z | DEBUG : [Database] Finished retrieving all records in NotificationPreference table | raw: ["[Database] Finished retrieving all records in NotificationPreference table"]
[2025-11-29T03:17:33.820Z] [debug] 2025-11-29T03:17:33.820Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found"]
[2025-11-29T03:17:33.811Z] [debug] 2025-11-29T03:17:33.811Z | DEBUG : [Database] Finished retrieving all records in CalendarEvent table | raw: ["[Database] Finished retrieving all records in CalendarEvent table"]
[2025-11-29T03:17:33.798Z] [debug] 2025-11-29T03:17:33.798Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found"]
[2025-11-29T03:17:33.773Z] [debug] 2025-11-29T03:17:33.773Z | DEBUG : [Navigation] Current route name: Calendar | raw: ["[Navigation] Current route name:","Calendar"]
[2025-11-29T03:17:33.765Z] [debug] 2025-11-29T03:17:33.765Z | DEBUG : [Navigation] Previous route name: Calendar | raw: ["[Navigation] Previous route name:","Calendar"]
[2025-11-29T03:17:33.705Z] [debug] 2025-11-29T03:17:33.705Z | DEBUG : [Database] Finished retrieving all records in CalendarEvent table | raw: ["[Database] Finished retrieving all records in CalendarEvent table"]
[2025-11-29T03:17:33.698Z] [debug] 2025-11-29T03:17:33.698Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found"]
[2025-11-29T03:17:33.662Z] [debug] 2025-11-29T03:17:33.662Z | DEBUG : [Database] Finished retrieving all records in NotificationState table | raw: ["[Database] Finished retrieving all records in NotificationState table"]
[2025-11-29T03:17:33.655Z] [debug] 2025-11-29T03:17:33.655Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found"]
[2025-11-29T03:17:33.646Z] [debug] 2025-11-29T03:17:33.646Z | DEBUG : [Database] Finished retrieving all records in NotificationPreference table | raw: ["[Database] Finished retrieving all records in NotificationPreference table"]
[2025-11-29T03:17:33.620Z] [debug] 2025-11-29T03:17:33.620Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found"]
[2025-11-29T03:17:33.611Z] [debug] 2025-11-29T03:17:33.611Z | DEBUG : [Database] Finished retrieving all records in Encounter table | raw: ["[Database] Finished retrieving all records in Encounter table"]
[2025-11-29T03:17:33.604Z] [debug] 2025-11-29T03:17:33.604Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in Encounter table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in Encounter table: 6 records found"]
[2025-11-29T03:17:33.595Z] [debug] 2025-11-29T03:17:33.595Z | DEBUG : [Database] Finished retrieving all records in NotificationState table | raw: ["[Database] Finished retrieving all records in NotificationState table"]
[2025-11-29T03:17:33.588Z] [debug] 2025-11-29T03:17:33.588Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found"]
[2025-11-29T03:17:33.579Z] [debug] 2025-11-29T03:17:33.579Z | DEBUG : [Database] Finished retrieving all records in NotificationPreference table | raw: ["[Database] Finished retrieving all records in NotificationPreference table"]
[2025-11-29T03:17:33.567Z] [debug] 2025-11-29T03:17:33.567Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found"]
[2025-11-29T03:17:33.547Z] [debug] 2025-11-29T03:17:33.547Z | DEBUG : [Database] Finished retrieving all records in CalendarEvent table | raw: ["[Database] Finished retrieving all records in CalendarEvent table"]
[2025-11-29T03:17:33.539Z] [debug] 2025-11-29T03:17:33.539Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found"]
[2025-11-29T03:17:33.531Z] [debug] 2025-11-29T03:17:33.531Z | DEBUG : [Database] Finished retrieving all records in NotificationState table | raw: ["[Database] Finished retrieving all records in NotificationState table"]
[2025-11-29T03:17:33.518Z] [debug] 2025-11-29T03:17:33.518Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found"]
[2025-11-29T03:17:33.500Z] [debug] 2025-11-29T03:17:33.500Z | DEBUG : [Database] Finished retrieving all records in NotificationPreference table | raw: ["[Database] Finished retrieving all records in NotificationPreference table"]
[2025-11-29T03:17:33.480Z] [debug] 2025-11-29T03:17:33.480Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found"]
[2025-11-29T03:17:33.457Z] [debug] 2025-11-29T03:17:33.456Z | DEBUG : [Database] Finished retrieving all records in CalendarEvent table | raw: ["[Database] Finished retrieving all records in CalendarEvent table"]
[2025-11-29T03:17:33.448Z] [debug] 2025-11-29T03:17:33.448Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found"]
[2025-11-29T03:17:33.393Z] [debug] 2025-11-29T03:17:33.393Z | DEBUG : [Database] Finished retrieving all records in CalendarEvent table | raw: ["[Database] Finished retrieving all records in CalendarEvent table"]
