[2025-11-29T02:57:18.443Z] [info] 2025-11-29T02:57:18.443Z | INFO : Navigating to route name: SupportRequest | raw: ["Navigating to route name: SupportRequest"]
[2025-11-29T02:54:10.010Z] [debug] 2025-11-29T02:54:10.010Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found"]
[2025-11-29T02:54:09.993Z] [debug] 2025-11-29T02:54:09.993Z | DEBUG : [Database] Finished retrieving all records in NotificationPreference table | raw: ["[Database] Finished retrieving all records in NotificationPreference table"]
[2025-11-29T02:54:09.973Z] [debug] 2025-11-29T02:54:09.973Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found"]
[2025-11-29T02:54:09.964Z] [debug] 2025-11-29T02:54:09.964Z | DEBUG : [Database] Finished retrieving all records in CalendarEvent table | raw: ["[Database] Finished retrieving all records in CalendarEvent table"]
[2025-11-29T02:54:09.957Z] [debug] 2025-11-29T02:54:09.957Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found"]
[2025-11-29T02:54:09.940Z] [debug] 2025-11-29T02:54:09.940Z | DEBUG : [Database] Finished retrieving all records in NotificationState table | raw: ["[Database] Finished retrieving all records in NotificationState table"]
[2025-11-29T02:54:09.934Z] [debug] 2025-11-29T02:54:09.934Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found"]
[2025-11-29T02:54:09.926Z] [debug] 2025-11-29T02:54:09.926Z | DEBUG : [Database] Finished retrieving all records in NotificationPreference table | raw: ["[Database] Finished retrieving all records in NotificationPreference table"]
[2025-11-29T02:54:09.919Z] [debug] 2025-11-29T02:54:09.919Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found"]
[2025-11-29T02:54:09.911Z] [debug] 2025-11-29T02:54:09.911Z | DEBUG : [Database] Finished retrieving all records in CalendarEvent table | raw: ["[Database] Finished retrieving all records in CalendarEvent table"]
[2025-11-29T02:54:09.904Z] [debug] 2025-11-29T02:54:09.904Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found"]
[2025-11-29T02:54:09.884Z] [debug] 2025-11-29T02:54:09.884Z | DEBUG : [Navigation] Current route name: Calendar | raw: ["[Navigation] Current route name:","Calendar"]
[2025-11-29T02:54:09.875Z] [debug] 2025-11-29T02:54:09.875Z | DEBUG : [Navigation] Previous route name: Calendar | raw: ["[Navigation] Previous route name:","Calendar"]
[2025-11-29T02:54:09.819Z] [debug] 2025-11-29T02:54:09.819Z | DEBUG : [Database] Finished retrieving all records in CalendarEvent table | raw: ["[Database] Finished retrieving all records in CalendarEvent table"]
[2025-11-29T02:54:09.812Z] [debug] 2025-11-29T02:54:09.812Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found"]
[2025-11-29T02:54:09.777Z] [debug] 2025-11-29T02:54:09.777Z | DEBUG : [Database] Finished retrieving all records in NotificationState table | raw: ["[Database] Finished retrieving all records in NotificationState table"]
[2025-11-29T02:54:09.771Z] [debug] 2025-11-29T02:54:09.771Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found"]
[2025-11-29T02:54:09.761Z] [debug] 2025-11-29T02:54:09.761Z | DEBUG : [Database] Finished retrieving all records in NotificationPreference table | raw: ["[Database] Finished retrieving all records in NotificationPreference table"]
[2025-11-29T02:54:09.747Z] [debug] 2025-11-29T02:54:09.747Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found"]
[2025-11-29T02:54:09.684Z] [debug] 2025-11-29T02:54:09.684Z | DEBUG : [Database] Finished retrieving all records in Encounter table | raw: ["[Database] Finished retrieving all records in Encounter table"]
[2025-11-29T02:54:09.664Z] [debug] 2025-11-29T02:54:09.664Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in Encounter table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in Encounter table: 6 records found"]
[2025-11-29T02:54:09.655Z] [debug] 2025-11-29T02:54:09.655Z | DEBUG : [Database] Finished retrieving all records in NotificationState table | raw: ["[Database] Finished retrieving all records in NotificationState table"]
[2025-11-29T02:54:09.648Z] [debug] 2025-11-29T02:54:09.648Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found"]
[2025-11-29T02:54:09.638Z] [debug] 2025-11-29T02:54:09.638Z | DEBUG : [Database] Finished retrieving all records in NotificationPreference table | raw: ["[Database] Finished retrieving all records in NotificationPreference table"]
[2025-11-29T02:54:09.631Z] [debug] 2025-11-29T02:54:09.631Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found"]
[2025-11-29T02:54:09.623Z] [debug] 2025-11-29T02:54:09.623Z | DEBUG : [Database] Finished retrieving all records in CalendarEvent table | raw: ["[Database] Finished retrieving all records in CalendarEvent table"]
[2025-11-29T02:54:09.616Z] [debug] 2025-11-29T02:54:09.616Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found"]
[2025-11-29T02:54:09.603Z] [debug] 2025-11-29T02:54:09.603Z | DEBUG : [Database] Finished retrieving all records in NotificationState table | raw: ["[Database] Finished retrieving all records in NotificationState table"]
[2025-11-29T02:54:09.596Z] [debug] 2025-11-29T02:54:09.596Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found"]
[2025-11-29T02:54:09.586Z] [debug] 2025-11-29T02:54:09.586Z | DEBUG : [Database] Finished retrieving all records in NotificationPreference table | raw: ["[Database] Finished retrieving all records in NotificationPreference table"]
[2025-11-29T02:54:09.575Z] [debug] 2025-11-29T02:54:09.575Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found"]
[2025-11-29T02:54:09.566Z] [debug] 2025-11-29T02:54:09.566Z | DEBUG : [Database] Finished retrieving all records in CalendarEvent table | raw: ["[Database] Finished retrieving all records in CalendarEvent table"]
[2025-11-29T02:54:09.559Z] [debug] 2025-11-29T02:54:09.559Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found"]
[2025-11-29T02:54:09.466Z] [debug] 2025-11-29T02:54:09.466Z | DEBUG : [Database] Finished retrieving all records in CalendarEvent table | raw: ["[Database] Finished retrieving all records in CalendarEvent table"]
[2025-11-29T02:54:09.450Z] [debug] 2025-11-29T02:54:09.450Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found"]
[2025-11-29T02:54:09.422Z] [debug] 2025-11-29T02:54:09.422Z | DEBUG : [Database] Finished retrieving all records in NotificationState table | raw: ["[Database] Finished retrieving all records in NotificationState table"]
[2025-11-29T02:54:09.416Z] [debug] 2025-11-29T02:54:09.416Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found"]
[2025-11-29T02:54:09.408Z] [debug] 2025-11-29T02:54:09.408Z | DEBUG : [Database] Finished retrieving all records in NotificationPreference table | raw: ["[Database] Finished retrieving all records in NotificationPreference table"]
[2025-11-29T02:54:09.380Z] [debug] 2025-11-29T02:54:09.380Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found"]
[2025-11-29T02:54:09.371Z] [debug] 2025-11-29T02:54:09.371Z | DEBUG : [Database] Finished retrieving all records in Encounter table | raw: ["[Database] Finished retrieving all records in Encounter table"]
[2025-11-29T02:54:09.363Z] [debug] 2025-11-29T02:54:09.363Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in Encounter table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in Encounter table: 6 records found"]
[2025-11-29T02:54:09.353Z] [debug] 2025-11-29T02:54:09.353Z | DEBUG : [Database] Finished retrieving all records in NotificationState table | raw: ["[Database] Finished retrieving all records in NotificationState table"]
[2025-11-29T02:54:09.310Z] [debug] 2025-11-29T02:54:09.310Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found"]
[2025-11-29T02:54:09.293Z] [debug] 2025-11-29T02:54:09.293Z | DEBUG : [Database] Finished retrieving all records in NotificationPreference table | raw: ["[Database] Finished retrieving all records in NotificationPreference table"]
[2025-11-29T02:54:09.286Z] [debug] 2025-11-29T02:54:09.286Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found"]
[2025-11-29T02:54:09.274Z] [debug] 2025-11-29T02:54:09.274Z | DEBUG : [Database] Finished retrieving all records in CalendarEvent table | raw: ["[Database] Finished retrieving all records in CalendarEvent table"]
[2025-11-29T02:54:09.266Z] [debug] 2025-11-29T02:54:09.266Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found"]
[2025-11-29T02:54:09.257Z] [debug] 2025-11-29T02:54:09.257Z | DEBUG : [Database] Finished retrieving all records in NotificationState table | raw: ["[Database] Finished retrieving all records in NotificationState table"]
[2025-11-29T02:54:09.226Z] [debug] 2025-11-29T02:54:09.226Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found"]
[2025-11-29T02:54:09.178Z] [debug] 2025-11-29T02:54:09.178Z | DEBUG : [Database] Finished retrieving all records in NotificationPreference table | raw: ["[Database] Finished retrieving all records in NotificationPreference table"]
[2025-11-29T02:54:09.137Z] [debug] 2025-11-29T02:54:09.137Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found"]
[2025-11-29T02:54:09.127Z] [debug] 2025-11-29T02:54:09.127Z | DEBUG : [Database] Finished retrieving all records in CalendarEvent table | raw: ["[Database] Finished retrieving all records in CalendarEvent table"]
[2025-11-29T02:54:09.113Z] [debug] 2025-11-29T02:54:09.113Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found"]
[2025-11-29T02:54:09.069Z] [debug] 2025-11-29T02:54:09.069Z | DEBUG : [Database] Finished retrieving all records in Encounter table | raw: ["[Database] Finished retrieving all records in Encounter table"]
[2025-11-29T02:54:09.063Z] [debug] 2025-11-29T02:54:09.062Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in Encounter table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in Encounter table: 6 records found"]
[2025-11-29T02:54:09.052Z] [debug] 2025-11-29T02:54:09.052Z | DEBUG : [Database] Finished retrieving all records in NotificationState table | raw: ["[Database] Finished retrieving all records in NotificationState table"]
[2025-11-29T02:54:09.039Z] [debug] 2025-11-29T02:54:09.039Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found"]
[2025-11-29T02:54:09.021Z] [debug] 2025-11-29T02:54:09.021Z | DEBUG : [Database] Finished retrieving all records in NotificationPreference table | raw: ["[Database] Finished retrieving all records in NotificationPreference table"]
[2025-11-29T02:54:09.013Z] [debug] 2025-11-29T02:54:09.013Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found"]
[2025-11-29T02:54:09.004Z] [debug] 2025-11-29T02:54:09.004Z | DEBUG : [Database] Finished retrieving all records in CalendarEvent table | raw: ["[Database] Finished retrieving all records in CalendarEvent table"]
[2025-11-29T02:54:08.971Z] [debug] 2025-11-29T02:54:08.971Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found"]
[2025-11-29T02:54:08.962Z] [debug] 2025-11-29T02:54:08.962Z | DEBUG : [Database] Finished retrieving all records in NotificationState table | raw: ["[Database] Finished retrieving all records in NotificationState table"]
[2025-11-29T02:54:08.955Z] [debug] 2025-11-29T02:54:08.955Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationState table: 7 records found"]
[2025-11-29T02:54:08.942Z] [debug] 2025-11-29T02:54:08.942Z | DEBUG : [Database] Finished retrieving all records in NotificationPreference table | raw: ["[Database] Finished retrieving all records in NotificationPreference table"]
[2025-11-29T02:54:08.935Z] [debug] 2025-11-29T02:54:08.935Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in NotificationPreference table: 7 records found"]
[2025-11-29T02:54:08.912Z] [debug] 2025-11-29T02:54:08.912Z | DEBUG : [Database] Finished retrieving all records in CalendarEvent table | raw: ["[Database] Finished retrieving all records in CalendarEvent table"]
[2025-11-29T02:54:08.905Z] [debug] 2025-11-29T02:54:08.905Z | DEBUG : [Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found | raw: ["[Database] Retrieving all non-deleted and non-draft records in CalendarEvent table: 6 records found"]
[2025-11-29T02:54:08.834Z] [debug] 2025-11-29T02:54:08.834Z | DEBUG : [Database] Finished retrieving all records in Encounter table | raw: ["[Database] Finished retrieving all records in Encounter table"]
